Source;Target;Label;Weight
28;16;PEdge2816;0.62193
28;17;PEdge2817;0.62201
28;18;PEdge2818;0.62175
28;19;PEdge2819;0.62187
28;20;PEdge2820;0.73729
28;21;PEdge2821;0.81688
28;22;PEdge2822;0.59529
28;23;PEdge2823;0.66578
28;24;PEdge2824;0.59514
28;25;PEdge2825;0.5822
28;26;PEdge2826;0.57954
28;27;PEdge2827;0.66735
29;1;PEdge291;0.65857
29;2;PEdge292;0.63982
29;3;PEdge293;0.63966
29;4;PEdge294;0.63954
29;5;PEdge295;0.63942
29;6;PEdge296;0.63948
29;7;PEdge297;0.63923
29;8;PEdge298;0.63927
29;9;PEdge299;0.63941
29;10;PEdge2910;0.63954
29;11;PEdge2911;0.63923
29;12;PEdge2912;0.63938
29;13;PEdge2913;0.63946
29;14;PEdge2914;0.63946
29;15;PEdge2915;0.63931
29;16;PEdge2916;0.63941
29;17;PEdge2917;0.63959
29;18;PEdge2918;0.63931
29;19;PEdge2919;0.63963
29;20;PEdge2920;0.81056
29;21;PEdge2921;0.70229
29;22;PEdge2922;0.56035
29;23;PEdge2923;0.59972
29;24;PEdge2924;0.531
29;25;PEdge2925;0.52012
29;26;PEdge2926;0.51784
29;27;PEdge2927;0.61982
29;28;PEdge2928;0.74693
30;1;PEdge301;0.68793
30;2;PEdge302;0.6247
30;3;PEdge303;0.62515
30;4;PEdge304;0.62492
30;5;PEdge305;0.62487
30;6;PEdge306;0.62487
30;7;PEdge307;0.62464
30;8;PEdge308;0.62473
30;9;PEdge309;0.62487
30;10;PEdge3010;0.62444
30;11;PEdge3011;0.62473
30;12;PEdge3012;0.62481
30;13;PEdge3013;0.62484
30;14;PEdge3014;0.62484
30;15;PEdge3015;0.62476
30;16;PEdge3016;0.62478
30;17;PEdge3017;0.62483
30;18;PEdge3018;0.62459
30;19;PEdge3019;0.62436
30;20;PEdge3020;0.71424
30;21;PEdge3021;0.7755
30;22;PEdge3022;0.55871
30;23;PEdge3023;0.60395
30;24;PEdge3024;0.56076
30;25;PEdge3025;0.5474
30;26;PEdge3026;0.54518
30;27;PEdge3027;0.58705
30;28;PEdge3028;0.89611
30;29;PEdge3029;0.72574
31;1;PEdge311;0.67716
31;2;PEdge312;0.67236
31;3;PEdge313;0.67228
31;4;PEdge314;0.67211
31;5;PEdge315;0.67212
31;6;PEdge316;0.67199
31;7;PEdge317;0.67231
31;8;PEdge318;0.67252
31;9;PEdge319;0.67214
31;10;PEdge3110;0.67219
31;11;PEdge3111;0.67218
31;12;PEdge3112;0.67213
31;13;PEdge3113;0.6722
31;14;PEdge3114;0.6722
31;15;PEdge3115;0.67204
31;16;PEdge3116;0.67218
31;17;PEdge3117;0.6722
31;18;PEdge3118;0.67208
31;19;PEdge3119;0.67136
31;20;PEdge3120;0.60255
31;21;PEdge3121;0.59772
31;22;PEdge3122;0.74747
31;23;PEdge3123;0.80704
31;24;PEdge3124;0.7634
31;25;PEdge3125;0.75464
31;26;PEdge3126;0.75639
31;27;PEdge3127;0.77397
31;28;PEdge3128;0.59438
31;29;PEdge3129;0.5422
31;30;PEdge3130;0.53461
32;1;PEdge321;0.84392
32;2;PEdge322;0.85206
32;3;PEdge323;0.85187
32;4;PEdge324;0.8521
32;5;PEdge325;0.85212
32;6;PEdge326;0.85206
32;7;PEdge327;0.85233
32;8;PEdge328;0.85182
32;9;PEdge329;0.85215
32;10;PEdge3210;0.85206
32;11;PEdge3211;0.85205
32;12;PEdge3212;0.85208
32;13;PEdge3213;0.85211
32;14;PEdge3214;0.85211
32;15;PEdge3215;0.85216
32;16;PEdge3216;0.85203
32;17;PEdge3217;0.852
32;18;PEdge3218;0.8522
32;19;PEdge3219;0.85207
32;20;PEdge3220;0.65056
32;21;PEdge3221;0.54474
32;22;PEdge3222;0.61256
32;23;PEdge3223;0.57288
32;24;PEdge3224;0.61763
32;25;PEdge3225;0.62552
32;26;PEdge3226;0.62486
32;27;PEdge3227;0.52933
32;28;PEdge3228;0.46969
32;29;PEdge3229;0.45281
32;30;PEdge3230;0.47234
32;31;PEdge3231;0.52233
33;1;PEdge331;0.73306
33;2;PEdge332;0.56495
33;3;PEdge333;0.56476
33;4;PEdge334;0.56496
33;5;PEdge335;0.56474
33;6;PEdge336;0.56484
33;7;PEdge337;0.56487
33;8;PEdge338;0.56464
33;9;PEdge339;0.56494
33;10;PEdge3310;0.56494
33;11;PEdge3311;0.56471
33;12;PEdge3312;0.56475
33;13;PEdge3313;0.56457
33;14;PEdge3314;0.56457
33;15;PEdge3315;0.5649
33;16;PEdge3316;0.56481
33;17;PEdge3317;0.56466
33;18;PEdge3318;0.56441
33;19;PEdge3319;0.5646
33;20;PEdge3320;0.58456
33;21;PEdge3321;0.69831
33;22;PEdge3322;0.50803
33;23;PEdge3323;0.57968
33;24;PEdge3324;0.51157
33;25;PEdge3325;0.50393
33;26;PEdge3326;0.50034
33;27;PEdge3327;0.60118
33;28;PEdge3328;0.71403
33;29;PEdge3329;0.62205
33;30;PEdge3330;0.69056
33;31;PEdge3331;0.53164
33;32;PEdge3332;0.48142
34;1;PEdge341;0.53648
34;2;PEdge342;0.48728
34;3;PEdge343;0.48738
34;4;PEdge344;0.48738
34;5;PEdge345;0.48724
34;6;PEdge346;0.48703
34;7;PEdge347;0.4871
34;8;PEdge348;0.48708
34;9;PEdge349;0.48724
34;10;PEdge3410;0.48718
34;11;PEdge3411;0.48724
34;12;PEdge3412;0.48704
34;13;PEdge3413;0.48722
34;14;PEdge3414;0.48722
34;15;PEdge3415;0.48719
34;16;PEdge3416;0.48725
34;17;PEdge3417;0.48707
34;18;PEdge3418;0.48707
34;19;PEdge3419;0.48685
34;20;PEdge3420;0.63167
34;21;PEdge3421;0.66553
34;22;PEdge3422;0.50705
34;23;PEdge3423;0.59202
34;24;PEdge3424;0.49102
34;25;PEdge3425;0.48433
34;26;PEdge3426;0.48227
34;27;PEdge3427;0.56594
34;28;PEdge3428;0.76482
34;29;PEdge3429;0.70661
34;30;PEdge3430;0.70758
34;31;PEdge3431;0.54143
34;32;PEdge3432;0.34678
34;33;PEdge3433;0.61631
35;1;PEdge351;0.44884
35;2;PEdge352;0.39084
35;3;PEdge353;0.39047
35;4;PEdge354;0.39056
35;5;PEdge355;0.39052
35;6;PEdge356;0.39075
35;7;PEdge357;0.39042
35;8;PEdge358;0.3903
35;9;PEdge359;0.39041
35;10;PEdge3510;0.39012
35;11;PEdge3511;0.39047
35;12;PEdge3512;0.39047
35;13;PEdge3513;0.3904
35;14;PEdge3514;0.3904
35;15;PEdge3515;0.39041
35;16;PEdge3516;0.39031
35;17;PEdge3517;0.3907
35;18;PEdge3518;0.39005
35;19;PEdge3519;0.3901
35;20;PEdge3520;0.54331
35;21;PEdge3521;0.74765
35;22;PEdge3522;0.40673
35;23;PEdge3523;0.46847
35;24;PEdge3524;0.40812
35;25;PEdge3525;0.38622
35;26;PEdge3526;0.38488
35;27;PEdge3527;0.47725
35;28;PEdge3528;0.65832
35;29;PEdge3529;0.59074
35;30;PEdge3530;0.5969
35;31;PEdge3531;0.45011
35;32;PEdge3532;0.27234
35;33;PEdge3533;0.48057
35;34;PEdge3534;0.5762
36;1;PEdge361;0.53056
36;2;PEdge362;0.54983
36;3;PEdge363;0.5496
36;4;PEdge364;0.54969
36;5;PEdge365;0.54975
36;6;PEdge366;0.54946
36;7;PEdge367;0.54954
36;8;PEdge368;0.54974
36;9;PEdge369;0.54971
36;10;PEdge3610;0.54982
36;11;PEdge3611;0.5496
36;12;PEdge3612;0.54975
36;13;PEdge3613;0.54948
36;14;PEdge3614;0.54948
36;15;PEdge3615;0.54962
36;16;PEdge3616;0.54966
36;17;PEdge3617;0.54965
36;18;PEdge3618;0.54962
36;19;PEdge3619;0.54947
36;20;PEdge3620;0.46481
36;21;PEdge3621;0.4365
36;22;PEdge3622;0.66881
36;23;PEdge3623;0.59447
36;24;PEdge3624;0.6645
36;25;PEdge3625;0.67188
36;26;PEdge3626;0.67215
36;27;PEdge3627;0.55938
36;28;PEdge3628;0.44681
36;29;PEdge3629;0.39598
36;30;PEdge3630;0.40269
36;31;PEdge3631;0.55343
36;32;PEdge3632;0.43084
36;33;PEdge3633;0.39129
36;34;PEdge3634;0.40566
36;35;PEdge3635;0.29843
37;1;PEdge371;0.55148
37;2;PEdge372;0.42505
37;3;PEdge373;0.42496
37;4;PEdge374;0.42505
37;5;PEdge375;0.42504
37;6;PEdge376;0.42482
37;7;PEdge377;0.42488
37;8;PEdge378;0.42416
37;9;PEdge379;0.42481
37;10;PEdge3710;0.42486
37;11;PEdge3711;0.42488
37;12;PEdge3712;0.4249
37;13;PEdge3713;0.42499
37;14;PEdge3714;0.42499
37;15;PEdge3715;0.42486
37;16;PEdge3716;0.42476
37;17;PEdge3717;0.42498
37;18;PEdge3718;0.42443
37;19;PEdge3719;0.42411
37;20;PEdge3720;0.45868
37;21;PEdge3721;0.59733
37;22;PEdge3722;0.38117
37;23;PEdge3723;0.40317
37;24;PEdge3724;0.37762
37;25;PEdge3725;0.36679
37;26;PEdge3726;0.36817
37;27;PEdge3727;0.40898
37;28;PEdge3728;0.43641
37;29;PEdge3729;0.46208
37;30;PEdge3730;0.41873
37;31;PEdge3731;0.40637
37;32;PEdge3732;0.37301
37;33;PEdge3733;0.39192
37;34;PEdge3734;0.38628
37;35;PEdge3735;0.50219
37;36;PEdge3736;0.26242
38;1;PEdge381;0.36177
38;2;PEdge382;0.32403
38;3;PEdge383;0.32417
38;4;PEdge384;0.32402
38;5;PEdge385;0.3239
38;6;PEdge386;0.324
38;7;PEdge387;0.32386
38;8;PEdge388;0.32348
38;9;PEdge389;0.32386
38;10;PEdge3810;0.32394
38;11;PEdge3811;0.32378
38;12;PEdge3812;0.32387
38;13;PEdge3813;0.32379
38;14;PEdge3814;0.32379
38;15;PEdge3815;0.32375
38;16;PEdge3816;0.32367
38;17;PEdge3817;0.32393
38;18;PEdge3818;0.3235
38;19;PEdge3819;0.32338
38;20;PEdge3820;0.47965
38;21;PEdge3821;0.55571
38;22;PEdge3822;0.31405
38;23;PEdge3823;0.397
38;24;PEdge3824;0.29997
38;25;PEdge3825;0.28608
38;26;PEdge3826;0.28413
38;27;PEdge3827;0.46511
38;28;PEdge3828;0.56103
38;29;PEdge3829;0.57497
38;30;PEdge3830;0.55242
38;31;PEdge3831;0.39699
38;32;PEdge3832;0.1781
38;33;PEdge3833;0.41619
38;34;PEdge3834;0.50746
38;35;PEdge3835;0.54334
38;36;PEdge3836;0.2082
38;37;PEdge3837;0.35134
39;1;PEdge391;0.33345
39;2;PEdge392;0.28416
39;3;PEdge393;0.28344
39;4;PEdge394;0.28404
39;5;PEdge395;0.28377
39;6;PEdge396;0.28357
39;7;PEdge397;0.28404
39;8;PEdge398;0.2835
39;9;PEdge399;0.28369
39;10;PEdge3910;0.28391
39;11;PEdge3911;0.28387
39;12;PEdge3912;0.28369
39;13;PEdge3913;0.28378
39;14;PEdge3914;0.28378
39;15;PEdge3915;0.28366
39;16;PEdge3916;0.28373
39;17;PEdge3917;0.28358
39;18;PEdge3918;0.28365
39;19;PEdge3919;0.28348
39;20;PEdge3920;0.47309
39;21;PEdge3921;0.56797
39;22;PEdge3922;0.28714
39;23;PEdge3923;0.41435
39;24;PEdge3924;0.26421
39;25;PEdge3925;0.24534
39;26;PEdge3926;0.24283
39;27;PEdge3927;0.47401
39;28;PEdge3928;0.55292
39;29;PEdge3929;0.63266
39;30;PEdge3930;0.50598
39;31;PEdge3931;0.41856
39;32;PEdge3932;0.14992
39;33;PEdge3933;0.44471
39;34;PEdge3934;0.61107
39;35;PEdge3935;0.60786
39;36;PEdge3936;0.22639
39;37;PEdge3937;0.37646
39;38;PEdge3938;0.72054
40;1;PEdge401;0.40371
40;2;PEdge402;0.35634
40;3;PEdge403;0.35594
40;4;PEdge404;0.35647
40;5;PEdge405;0.35622
40;6;PEdge406;0.35612
40;7;PEdge407;0.35646
40;8;PEdge408;0.35637
40;9;PEdge409;0.35626
40;10;PEdge4010;0.35636
40;11;PEdge4011;0.3562
40;12;PEdge4012;0.35633
40;13;PEdge4013;0.3564
40;14;PEdge4014;0.3564
40;15;PEdge4015;0.35626
40;16;PEdge4016;0.35624
40;17;PEdge4017;0.35665
40;18;PEdge4018;0.3561
40;19;PEdge4019;0.35592
40;20;PEdge4020;0.39732
40;21;PEdge4021;0.47188
40;22;PEdge4022;0.35531
40;23;PEdge4023;0.43158
40;24;PEdge4024;0.33729
40;25;PEdge4025;0.32994
40;26;PEdge4026;0.32815
40;27;PEdge4027;0.46523
40;28;PEdge4028;0.50485
40;29;PEdge4029;0.49288
40;30;PEdge4030;0.40367
40;31;PEdge4031;0.42377
40;32;PEdge4032;0.31133
40;33;PEdge4033;0.42886
40;34;PEdge4034;0.42602
40;35;PEdge4035;0.45367
40;36;PEdge4036;0.33196
40;37;PEdge4037;0.3627
40;38;PEdge4038;0.35552
40;39;PEdge4039;0.39955
41;1;PEdge411;0.34455
41;2;PEdge412;0.29156
41;3;PEdge413;0.29148
41;4;PEdge414;0.29117
41;5;PEdge415;0.29092
41;6;PEdge416;0.29138
41;7;PEdge417;0.29127
41;8;PEdge418;0.29059
41;9;PEdge419;0.29116
41;10;PEdge4110;0.29115
41;11;PEdge4111;0.29114
41;12;PEdge4112;0.29107
41;13;PEdge4113;0.2909
41;14;PEdge4114;0.2909
41;15;PEdge4115;0.29109
41;16;PEdge4116;0.2911
41;17;PEdge4117;0.29075
41;18;PEdge4118;0.29097
41;19;PEdge4119;0.29088
41;20;PEdge4120;0.33731
41;21;PEdge4121;0.50507
41;22;PEdge4122;0.50498
41;23;PEdge4123;0.4802
41;24;PEdge4124;0.50998
41;25;PEdge4125;0.50257
41;26;PEdge4126;0.50184
41;27;PEdge4127;0.48517
41;28;PEdge4128;0.48513
41;29;PEdge4129;0.35138
41;30;PEdge4130;0.42387
41;31;PEdge4131;0.41888
41;32;PEdge4132;0.22077
41;33;PEdge4133;0.36279
41;34;PEdge4134;0.43854
41;35;PEdge4135;0.50961
41;36;PEdge4136;0.34664
41;37;PEdge4137;0.34379
41;38;PEdge4138;0.31711
41;39;PEdge4139;0.33367
41;40;PEdge4140;0.30059
42;1;PEdge421;0.35194
42;2;PEdge422;0.28827
42;3;PEdge423;0.2882
42;4;PEdge424;0.28826
42;5;PEdge425;0.28822
42;6;PEdge426;0.28833
42;7;PEdge427;0.28853
42;8;PEdge428;0.28767
42;9;PEdge429;0.28821
42;10;PEdge4210;0.28824
42;11;PEdge4211;0.28817
42;12;PEdge4212;0.28806
42;13;PEdge4213;0.28806
42;14;PEdge4214;0.28806
42;15;PEdge4215;0.28818
42;16;PEdge4216;0.28824
42;17;PEdge4217;0.28801
42;18;PEdge4218;0.28786
42;19;PEdge4219;0.28795
42;20;PEdge4220;0.35654
42;21;PEdge4221;0.50795
42;22;PEdge4222;0.47438
42;23;PEdge4223;0.46021
42;24;PEdge4224;0.47443
42;25;PEdge4225;0.46104
42;26;PEdge4226;0.46249
42;27;PEdge4227;0.47383
42;28;PEdge4228;0.47278
42;29;PEdge4229;0.36844
42;30;PEdge4230;0.39672
42;31;PEdge4231;0.37736
42;32;PEdge4232;0.21457
42;33;PEdge4233;0.40089
42;34;PEdge4234;0.51788
42;35;PEdge4235;0.47161
42;36;PEdge4236;0.36058
42;37;PEdge4237;0.34058
42;38;PEdge4238;0.29291
42;39;PEdge4239;0.37054
42;40;PEdge4240;0.2322
42;41;PEdge4241;0.64959
43;1;PEdge431;0.34091
43;2;PEdge432;0.29715
43;3;PEdge433;0.29676
43;4;PEdge434;0.29671
43;5;PEdge435;0.29683
43;6;PEdge436;0.29679
43;7;PEdge437;0.29662
43;8;PEdge438;0.29674
43;9;PEdge439;0.2967
43;10;PEdge4310;0.29694
43;11;PEdge4311;0.29683
43;12;PEdge4312;0.29665
43;13;PEdge4313;0.29669
43;14;PEdge4314;0.29669
43;15;PEdge4315;0.29665
43;16;PEdge4316;0.29672
43;17;PEdge4317;0.2965
43;18;PEdge4318;0.29654
43;19;PEdge4319;0.29658
43;20;PEdge4320;0.3964
43;21;PEdge4321;0.52298
43;22;PEdge4322;0.24483
43;23;PEdge4323;0.31766
43;24;PEdge4324;0.25323
43;25;PEdge4325;0.2347
43;26;PEdge4326;0.23482
43;27;PEdge4327;0.33467
43;28;PEdge4328;0.46729
43;29;PEdge4329;0.44399
43;30;PEdge4330;0.47472
43;31;PEdge4331;0.2896
43;32;PEdge4332;0.20012
43;33;PEdge4333;0.36632
43;34;PEdge4334;0.48151
43;35;PEdge4335;0.46484
43;36;PEdge4336;0.15309
